series_name,episode_name,series_episode,season,season_episode,url,user_rating,user_votes,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
Naruto,Sanjô! Uzumaki Naruto,1,1,1,http://www.imdb.com/title/tt0841699/?ref_=ttep_ep1,7.9,461,0.015184381778741865,0.0021691973969631237,0.013015184381778741,0.01735357917570499,0.03036876355748373,0.06941431670281996,0.19739696312364424,0.26898047722342733,0.11713665943600868,0.26898047722342733
Naruto,Konohamaru da kore!,2,1,2,http://www.imdb.com/title/tt0845325/?ref_=ttep_ep2,7.4,321,0.003115264797507788,0.009345794392523364,0.01557632398753894,0.01557632398753894,0.04984423676012461,0.12461059190031153,0.3177570093457944,0.27414330218068533,0.07476635514018691,0.11526479750778816
Naruto,Shukuteki!? Sasuke to Sakura,3,1,3,http://www.imdb.com/title/tt0851300/?ref_=ttep_ep3,7.5,314,0.009554140127388535,0.0031847133757961785,0.009554140127388535,0.028662420382165606,0.05732484076433121,0.07643312101910828,0.32802547770700635,0.267515923566879,0.07961783439490445,0.14012738853503184
Naruto,Shiren! Sabaibaru enshû,4,1,4,http://www.imdb.com/title/tt0851299/?ref_=ttep_ep4,8,295,0.003389830508474576,0,0.003389830508474576,0.013559322033898305,0.03389830508474576,0.061016949152542375,0.1864406779661017,0.3728813559322034,0.18305084745762712,0.1423728813559322
Naruto,Shikkaku? Kakashi no ketsuron,5,1,5,http://www.imdb.com/title/tt0851298/?ref_=ttep_ep5,8.1,299,0.0033444816053511705,0,0.0033444816053511705,0.013377926421404682,0.033444816053511704,0.05351170568561873,0.17725752508361203,0.35451505016722407,0.19732441471571907,0.16387959866220736
Naruto,Jûyô ninmu! Nami no kuni e chô shuppatsu!,6,1,6,http://www.imdb.com/title/tt0852484/?ref_=ttep_ep6,7.5,273,0.01098901098901099,0.003663003663003663,0.007326007326007326,0.02197802197802198,0.029304029304029304,0.08424908424908426,0.3772893772893773,0.29304029304029305,0.06593406593406594,0.10622710622710622
Naruto,Kiri no asashin!,7,1,7,http://www.imdb.com/title/tt0852485/?ref_=ttep_ep7,7.8,267,0.00749063670411985,0,0.003745318352059925,0.018726591760299626,0.052434456928838954,0.0599250936329588,0.23220973782771537,0.3707865168539326,0.13108614232209737,0.12359550561797752
Naruto,Itami ni chikau ketsui,8,1,8,http://www.imdb.com/title/tt0852483/?ref_=ttep_ep8,7.9,269,0.0037174721189591076,0,0.0037174721189591076,0.026022304832713755,0.040892193308550186,0.06319702602230483,0.1895910780669145,0.379182156133829,0.1524163568773234,0.1412639405204461
Naruto,Sharingan no Kakashi,9,1,9,http://www.imdb.com/title/tt0852487/?ref_=ttep_ep9,7.7,269,0.0037174721189591076,0,0.0037174721189591076,0.022304832713754646,0.048327137546468404,0.07434944237918216,0.2342007434944238,0.35315985130111527,0.11895910780669144,0.1412639405204461
Naruto,Chakura no mori,10,1,10,http://www.imdb.com/title/tt1302455/?ref_=ttep_ep10,7.3,249,0.004016064257028112,0,0.012048192771084338,0.028112449799196786,0.04819277108433735,0.12449799196787148,0.39759036144578314,0.2289156626506024,0.04819277108433735,0.10843373493975904
Naruto,Eiyû no ita kuni,11,1,11,http://www.imdb.com/title/tt0852482/?ref_=ttep_ep11,7.3,248,0.004032258064516129,0.004032258064516129,0.012096774193548387,0.028225806451612902,0.03225806451612903,0.16129032258064516,0.3467741935483871,0.24596774193548387,0.056451612903225805,0.10887096774193548
Naruto,Kyôjô kessen! Zabuza futatabi!!,12,1,12,http://www.imdb.com/title/tt0852486/?ref_=ttep_ep12,7.5,248,0.004032258064516129,0,0.016129032258064516,0.016129032258064516,0.04435483870967742,0.0967741935483871,0.3185483870967742,0.32661290322580644,0.056451612903225805,0.12096774193548387
Naruto,Haku no hijutsu: Makyô hyôshô,13,1,13,http://www.imdb.com/title/tt0858970/?ref_=ttep_ep13,7.8,244,0.004098360655737705,0,0.004098360655737705,0.020491803278688523,0.03278688524590164,0.0860655737704918,0.22131147540983606,0.38934426229508196,0.11065573770491803,0.13114754098360656
Naruto,"Igaisei No.1, Naruto sansen!",14,1,14,http://www.imdb.com/title/tt0858971/?ref_=ttep_ep14,7.4,243,0.00411522633744856,0,0.01646090534979424,0.03292181069958848,0.04938271604938271,0.13168724279835392,0.3168724279835391,0.2345679012345679,0.08641975308641975,0.12757201646090535
Naruto,Shikai zero no tatakai Sharingan kuzushi,15,1,15,http://www.imdb.com/title/tt0858973/?ref_=ttep_ep15,7.7,237,0.004219409282700422,0.004219409282700422,0,0.02531645569620253,0.046413502109704644,0.0759493670886076,0.25316455696202533,0.350210970464135,0.11392405063291139,0.12658227848101267
Naruto,Kaihôsareta fûin,16,1,16,http://www.imdb.com/title/tt0858972/?ref_=ttep_ep16,8.2,247,0.004048582995951417,0,0.004048582995951417,0.008097165991902834,0.020242914979757085,0.06477732793522267,0.17408906882591094,0.30364372469635625,0.21862348178137653,0.20242914979757085
Naruto,Shiroi kako: Himeta omoi,17,1,17,http://www.imdb.com/title/tt0858975/?ref_=ttep_ep17,7.9,238,0.004201680672268907,0,0.004201680672268907,0.01680672268907563,0.037815126050420166,0.06302521008403361,0.20588235294117646,0.3445378151260504,0.15126050420168066,0.1722689075630252
Naruto,Shinobi to iu na no dôgu,18,1,18,http://www.imdb.com/title/tt0858974/?ref_=ttep_ep18,8,239,0.0041841004184100415,0.0041841004184100415,0.008368200836820083,0.02092050209205021,0.016736401673640166,0.04602510460251046,0.200836820083682,0.35564853556485354,0.18828451882845187,0.15481171548117154
Naruto,Zabuza yuki ni chiru...,19,1,19,http://www.imdb.com/title/tt0873734/?ref_=ttep_ep19,8.7,284,0,0,0.007042253521126761,0.014084507042253521,0.01056338028169014,0.03169014084507042,0.13380281690140844,0.1936619718309859,0.23943661971830985,0.36971830985915494
Naruto,Shinshô totsunyû! Chûnin shiken dattebayo,20,1,20,http://www.imdb.com/title/tt0874138/?ref_=ttep_ep20,7.3,221,0.004524886877828055,0.004524886877828055,0.00904977375565611,0.01809954751131222,0.06334841628959276,0.12669683257918551,0.3755656108597285,0.23529411764705882,0.06334841628959276,0.09954751131221719
Naruto,Nanore! Arawareta kyôteki tachi!!,21,1,21,http://www.imdb.com/title/tt0878183/?ref_=ttep_ep21,7.5,214,0.004672897196261682,0,0.004672897196261682,0.018691588785046728,0.037383177570093455,0.09345794392523364,0.38317757009345793,0.27102803738317754,0.08411214953271028,0.102803738317757
Naruto,Kiai 120% nau de Rokku na chôsen-jô!,22,1,22,http://www.imdb.com/title/tt0886614/?ref_=ttep_ep22,7.7,216,0.004629629629629629,0,0.009259259259259259,0.023148148148148147,0.027777777777777776,0.07407407407407407,0.28703703703703703,0.33796296296296297,0.12037037037037036,0.11574074074074074
Naruto,Kechirase raibaru! Rûkî 9 zenin shûgô,23,1,23,http://www.imdb.com/title/tt0886613/?ref_=ttep_ep23,7.4,208,0.004807692307692308,0,0.014423076923076924,0.02403846153846154,0.038461538461538464,0.09134615384615384,0.40865384615384615,0.24519230769230768,0.0625,0.11057692307692307
