series_name,episode_name,series_episode,season,season_episode,url,user_rating,user_votes,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
Avatar: The Legend of Aang,Escape from the Spirt World,1,-1,-1,http://www.imdb.com/title/tt6634918/?ref_=ttep_ep1,8.5,129,0.05426356589147287,0.007751937984496124,0,0.015503875968992248,0.046511627906976744,0.031007751937984496,0.09302325581395349,0.17054263565891473,0.11627906976744186,0.46511627906976744
Avatar: The Legend of Aang,Super Deformed Shorts: Bending Battle,2,-1,-1,http://www.imdb.com/title/tt6634908/?ref_=ttep_ep2,8.4,132,0.045454545454545456,0,0.015151515151515152,0.007575757575757576,0.030303030303030304,0.030303030303030304,0.12878787878787878,0.17424242424242425,0.16666666666666666,0.4015151515151515
Avatar: The Legend of Aang,Super Deformed Shorts: School Time Shipping,3,-1,-1,http://www.imdb.com/title/tt6634922/?ref_=ttep_ep3,8.4,124,0.008064516129032258,0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.056451612903225805,0.1532258064516129,0.1774193548387097,0.16129032258064516,0.3951612903225806
Avatar: The Legend of Aang,Super Deformed Shorts: Swamp Skiin' Throwdown,4,-1,-1,http://www.imdb.com/title/tt6634924/?ref_=ttep_ep4,8.1,122,0,0.03278688524590164,0.03278688524590164,0.01639344262295082,0.04918032786885246,0.05737704918032787,0.1557377049180328,0.1885245901639344,0.09836065573770492,0.36885245901639346
Avatar: The Legend of Aang,Avatar: The Last Airbender,5,1,0,http://www.imdb.com/title/tt5827942/?ref_=ttep_ep1,8.6,472,0.019067796610169493,0,0.006355932203389831,0.01059322033898305,0.012711864406779662,0.05296610169491525,0.1038135593220339,0.1885593220338983,0.18220338983050846,0.423728813559322
Avatar: The Legend of Aang,The Boy in the Iceberg,6,1,1,http://www.imdb.com/title/tt0801470/?ref_=ttep_ep2,8.2,1813,0.012134583563154992,0.0011031439602868175,0.002206287920573635,0.007170435741864313,0.013789299503585218,0.049641478212906785,0.1533370104798676,0.33039161610590184,0.16271373414230558,0.2675124103695532
Avatar: The Legend of Aang,The Avatar Returns,7,1,2,http://www.imdb.com/title/tt0772328/?ref_=ttep_ep3,8.4,1575,0.013333333333333334,6.349206349206349e-4,0.0019047619047619048,0.006349206349206349,0.009523809523809525,0.02666666666666667,0.1326984126984127,0.3358730158730159,0.2088888888888889,0.26412698412698415
Avatar: The Legend of Aang,The Southern Air Temple,8,1,3,http://www.imdb.com/title/tt0805800/?ref_=ttep_ep4,8.5,1497,0.012692050768203072,6.680026720106881e-4,0.0013360053440213762,0.008016032064128256,0.01002004008016032,0.023380093520374082,0.11556446225784903,0.31462925851703405,0.23046092184368738,0.2832331329325317
Avatar: The Legend of Aang,The Warriors of Kyoshi,9,1,4,http://www.imdb.com/title/tt0516776/?ref_=ttep_ep5,8.2,1451,0.014472777394900068,0,6.891798759476223e-4,0.004824259131633356,0.008270158511371467,0.044796691936595454,0.16815988973121984,0.3370089593383873,0.18538938662991042,0.23638869745003446
Avatar: The Legend of Aang,The King of Omashu,10,1,5,http://www.imdb.com/title/tt0760062/?ref_=ttep_ep6,8.3,1470,0.01292517006802721,6.802721088435374e-4,0.0020408163265306124,0.012244897959183673,0.00816326530612245,0.04557823129251701,0.15578231292517006,0.3129251700680272,0.18231292517006803,0.2673469387755102
Avatar: The Legend of Aang,Imprisoned,11,1,6,http://www.imdb.com/title/tt0516774/?ref_=ttep_ep7,8.1,1426,0.011921458625525946,0.001402524544179523,0.004207573632538569,0.006311360448807854,0.016129032258064516,0.04417952314165498,0.20336605890603085,0.3534361851332398,0.13955119214586256,0.21949509116409538
Avatar: The Legend of Aang,"The Spirit World: Winter Solstice, Part 1",12,1,7,http://www.imdb.com/title/tt0805801/?ref_=ttep_ep8,8.2,1392,0.013649425287356323,7.183908045977011e-4,0.0021551724137931034,0.004310344827586207,0.010775862068965518,0.04382183908045977,0.14870689655172414,0.3599137931034483,0.18318965517241378,0.23275862068965517
Avatar: The Legend of Aang,"Avatar Roku: Winter Solstice, Part 2",13,1,8,http://www.imdb.com/title/tt0800734/?ref_=ttep_ep9,8.9,1451,0.01791867677463818,6.891798759476223e-4,0.0013783597518952446,0.004135079255685734,0.0055134390075809786,0.015851137146795313,0.06685044796691937,0.19986216402481047,0.32253618194348727,0.36526533425223984
Avatar: The Legend of Aang,The Waterbending Scroll,14,1,9,http://www.imdb.com/title/tt0822879/?ref_=ttep_ep10,8.1,1347,0.011878247958426132,0,0.002969561989606533,0.007423904974016332,0.011878247958426132,0.04825538233110616,0.2100965107646622,0.34966592427616927,0.14179658500371195,0.21603563474387527
Avatar: The Legend of Aang,Jet,15,1,10,http://www.imdb.com/title/tt0516775/?ref_=ttep_ep11,8,1382,0.013024602026049204,7.23589001447178e-4,0.007959479015918957,0.01085383502170767,0.019536903039073805,0.06801736613603473,0.21201157742402316,0.3219971056439942,0.13675832127351664,0.20911722141823444
Avatar: The Legend of Aang,The Great Divide,16,1,11,http://www.imdb.com/title/tt0827262/?ref_=ttep_ep12,7.2,1421,0.03096410978184377,0.0063335679099225895,0.011259676284306826,0.03589021815622801,0.061224489795918366,0.16326530612244897,0.27234342012667134,0.17382125263898662,0.07037297677691766,0.17452498240675582
Avatar: The Legend of Aang,The Storm,17,1,12,http://www.imdb.com/title/tt0829522/?ref_=ttep_ep13,9,1516,0.01912928759894459,6.596306068601583e-4,0,0.005277044854881266,0.004617414248021108,0.013852242744063324,0.05804749340369393,0.15765171503957784,0.2862796833773087,0.4544854881266491
Avatar: The Legend of Aang,The Blue Spirit,18,1,13,http://www.imdb.com/title/tt0824795/?ref_=ttep_ep14,9,1518,0.021739130434782608,6.587615283267457e-4,6.587615283267457e-4,0.0032938076416337285,0.005928853754940711,0.015810276679841896,0.04216073781291173,0.15876152832674573,0.3221343873517787,0.4288537549407115
Avatar: The Legend of Aang,The Fortuneteller,19,1,14,http://www.imdb.com/title/tt0516778/?ref_=ttep_ep15,8,1325,0.014339622641509434,7.547169811320754e-4,0.006792452830188679,0.00830188679245283,0.01660377358490566,0.05660377358490566,0.2181132075471698,0.3154716981132075,0.1350943396226415,0.22792452830188678
